Interrupción;Elemento;Fecha Salida;Fecha Entrada;Causa;Minutos Fuera;Sistema;Hora de Salida;Hora de Entrada;Nivel;Kva;Clientes;Circuito;Nombre Circuito
2.98538E+15;45968;15/3/2023;15/3/2023;208;0;SIG;2:21:00 p. m.;2:21:00 p. m.;1;32377.008;3521.76;45968;MAAT
7.77393E+14;11968;16/3/2023;16/3/2023;101;5;SIG;6:25:00 a. m.;6:30:00 a. m.;1;#¡VALOR!;7328.352;11968;PALOMA
1.6628E+15;25602;16/3/2023;16/3/2023;306;3;SIG;7:48:00 a. m.;7:51:00 a. m.;1;25000.08;4493.28;25602;VACA
2.98429E+15;45951;16/3/2023;16/3/2023;106;0;SIG;8:38:00 a. m.;8:38:00 a. m.;1;18381.6;2056.752;45951;HADES
1.11692E+14;1717;17/3/2023;17/3/2023;106;0;SIG;9:17:00 a. m.;9:17:00 a. m.;1;5061.84;3302.064;1717;ESCARABAJO
3.38012E+14;5202;17/3/2023;17/3/2023;101;52;SIG;3:03:00 p. m.;3:55:00 p. m.;1;13381.584;871.056;5202;CAIRO
3.38012E+14;5202;17/3/2023;17/3/2023;306;6;SIG;4:37:00 p. m.;4:43:00 p. m.;1;13381.584;871.056;5202;CAIRO
2.4312E+15;37434;17/3/2023;17/3/2023;204;5;SIG;2:16:00 p. m.;2:21:00 p. m.;1;20925.216;57.408;37434;CERDO
2.4312E+15;37434;17/3/2023;17/3/2023;204;5;SIG;2:34:00 p. m.;2:39:00 p. m.;1;20925.216;57.408;37434;CERDO
2.23207E+14;3434;18/3/2023;18/3/2023;106;0;SIG;12:22:00 p. m.;12:22:00 p. m.;1;16054.368;3476.496;3434;KOALA
7.81831E+14;12036;18/3/2023;18/3/2023;101;5;SIG;4:17:00 p. m.;4:22:00 p. m.;1;#¡VALOR!;2039.088;12036;GORILA
8.84503E+14;13617;18/3/2023;18/3/2023;106;0;SIG;1:37:00 p. m.;1:37:00 p. m.;1;8779.008;3714.96;13617;MARIPOSA
1.3261E+15;20417;18/3/2023;18/3/2023;408;0;SIG;2:18:00 p. m.;2:18:00 p. m.;1;3554.88;1906.608;20417;MANCHESTER
2.22114E+14;3417;19/3/2023;19/3/2023;305;4;SIG;7:32:00 a. m.;7:36:00 a. m.;1;16289.52;1638.336;3417;LOKI
2.22114E+14;3417;19/3/2023;19/3/2023;305;3;SIG;3:48:00 p. m.;3:51:00 p. m.;1;16289.52;1638.336;3417;LOKI
2.2653E+14;3485;19/3/2023;19/3/2023;106;0;SIG;6:20:00 a. m.;6:20:00 a. m.;1;23964.528;2274.24;3485;HORUS
2.29842E+14;3536;19/3/2023;19/3/2023;110;7;SIG;10:34:00 p. m.;10:41:00 p. m.;1;30539.952;1988.304;3536;OSO
3.32514E+14;5117;19/3/2023;19/3/2023;402;2;SIG;10:35:00 p. m.;10:37:00 p. m.;1;14700.864;341.136;5117;CUPIDO
1.10531E+15;17017;19/3/2023;19/3/2023;402;2;SIG;10:35:00 p. m.;10:37:00 p. m.;1;1705.68;28.704;17017;SEUL
1.10642E+15;17034;19/3/2023;19/3/2023;402;2;SIG;10:35:00 p. m.;10:37:00 p. m.;1;16958.544;2581.152;17034;BRUSELAS
2.98874E+15;46019;19/3/2023;19/3/2023;108;47;SIG;6:37:00 a. m.;7:24:00 a. m.;1;31006.944;421.728;46019;LIMA
2.98874E+15;46019;19/3/2023;19/3/2023;207;45;SIG;2:29:00 p. m.;3:14:00 p. m.;1;31006.944;421.728;46019;LIMA
2.98874E+15;46019;19/3/2023;19/3/2023;306;40;SIG;3:19:00 p. m.;3:59:00 p. m.;1;31006.944;421.728;46019;LIMA
2.98874E+15;46019;19/3/2023;19/3/2023;306;2;SIG;4:21:00 p. m.;4:23:00 p. m.;1;31006.944;421.728;46019;LIMA
3.09693E+15;47685;19/3/2023;19/3/2023;101;5;SIG;6:47:00 a. m.;6:52:00 a. m.;1;25789.44;2293.008;47685;TIGRE
3.53963E+15;54502;19/3/2023;19/3/2023;208;0;SIG;5:39:00 a. m.;5:39:00 a. m.;1;12874.848;5378.688;54502;DEMETER
2.29853E+14;3536;20/3/2023;20/3/2023;306;5;SIG;7:31:00 a. m.;7:36:00 a. m.;1;30539.952;1988.304;3536;OSO
7.81853E+14;12036;20/3/2023;20/3/2023;101;4;SIG;8:10:00 a. m.;8:14:00 a. m.;1;#¡VALOR!;2039.088;12036;GORILA
7.82957E+14;12053;20/3/2023;20/3/2023;101;4;SIG;11:34:00 a. m.;11:38:00 a. m.;1;#¡VALOR!;1499.232;12053;TIBURON
1.21793E+15;18751;20/3/2023;20/3/2023;106;0;SIG;2:41:00 p. m.;2:41:00 p. m.;1;8390.4;4360.8;18751;TORTUGA
1.21793E+15;18751;20/3/2023;20/3/2023;108;10;SIG;5:45:00 p. m.;5:55:00 p. m.;1;8390.4;4360.8;18751;TORTUGA
1.54913E+15;23851;20/3/2023;20/3/2023;409;3;SIG;7:20:00 a. m.;7:23:00 a. m.;1;553.104;1.104;23851;DELFIN
1.55024E+15;23868;20/3/2023;20/3/2023;409;3;SIG;7:20:00 a. m.;7:23:00 a. m.;1;31070.976;5908.608;23868;BARCELONA
1.55134E+15;23885;20/3/2023;20/3/2023;409;2;SIG;7:20:00 a. m.;7:22:00 a. m.;1;6590.88;505.632;23885;ODIN
1.55245E+15;23902;20/3/2023;20/3/2023;409;2;SIG;7:20:00 a. m.;7:22:00 a. m.;1;16.56;5.52;23902;AMAZONAS
2.98765E+15;46002;20/3/2023;20/3/2023;101;6;SIG;7:20:00 a. m.;7:26:00 a. m.;1;4473.408;473.616;46002;ATACAMA
3.09694E+15;47685;20/3/2023;20/3/2023;101;7;SIG;9:38:00 p. m.;9:45:00 p. m.;1;25789.44;2293.008;47685;TIGRE
3.10025E+15;47736;20/3/2023;20/3/2023;101;3;SIG;2:55:00 a. m.;2:58:00 a. m.;1;15352.224;3047.04;47736;NUTRIA
3.31664E+15;51068;20/3/2023;20/3/2023;201;45;SIG;9:00:00 p. m.;9:45:00 p. m.;1;4606.992;2422.176;51068;PARIS
4.45144E+14;6851;21/3/2023;21/3/2023;101;7;SIG;11:08:00 a. m.;11:15:00 a. m.;1;19055.04;12511.632;6851;ABEJA
1.76774E+15;27217;21/3/2023;21/3/2023;307;2;SIG;5:04:00 a. m.;5:06:00 a. m.;1;4438.08;803.712;27217;PANDA
1.76774E+15;27217;21/3/2023;21/3/2023;307;4;SIG;11:40:00 p. m.;11:44:00 p. m.;1;4438.08;803.712;27217;PANDA
1.99074E+15;30651;21/3/2023;21/3/2023;101;4;SIG;2:23:00 a. m.;2:27:00 a. m.;1;5259.456;914.112;30651;SUVA
2.10666E+15;32436;21/3/2023;21/3/2023;108;111;SIG;5:05:00 p. m.;6:56:00 p. m.;1;8953.44;251.712;32436;CABRA
3.53966E+15;54502;21/3/2023;21/3/2023;106;0;SIG;9:48:00 p. m.;9:48:00 p. m.;1;12874.848;5378.688;54502;DEMETER
3.38067E+14;5202;22/3/2023;22/3/2023;106;0;SIG;1:48:00 p. m.;1:48:00 p. m.;1;13381.584;871.056;5202;CAIRO
2.87396E+15;44251;22/3/2023;22/3/2023;306;8;SIG;9:16:00 a. m.;9:24:00 a. m.;1;4040.64;1452.864;44251;HIPOPOTAMO
2.87506E+15;44268;22/3/2023;22/3/2023;101;4;SIG;10:31:00 p. m.;10:35:00 p. m.;1;5646.96;833.52;44268;YAREN
3.31666E+15;51068;22/3/2023;22/3/2023;305;10;SIG;3:14:00 p. m.;3:24:00 p. m.;1;4606.992;2422.176;51068;PARIS
3.38078E+14;5202;23/3/2023;23/3/2023;306;25;SIG;12:46:00 p. m.;1:11:00 p. m.;1;13381.584;871.056;5202;CAIRO
3.4139E+14;5253;23/3/2023;23/3/2023;405;25;SIG;12:46:00 p. m.;1:11:00 p. m.;1;16060.992;751.824;5253;VILNA
7.74158E+14;11917;23/3/2023;23/3/2023;106;0;SIG;6:39:00 a. m.;6:39:00 a. m.;1;#¡VALOR!;9010.848;11917;ROMA
1.00158E+15;15419;23/3/2023;23/3/2023;306;11;SIG;3:57:00 p. m.;4:08:00 p. m.;1;#¡VALOR!;3069.12;15419;MIAMI
3.10139E+15;47753;23/3/2023;23/3/2023;213;5;SIG;12:33:00 p. m.;12:38:00 p. m.;1;18798.912;5115.936;47753;TONATIUH
3.31667E+15;51068;23/3/2023;23/3/2023;306;5;SIG;7:37:00 a. m.;7:42:00 a. m.;1;4606.992;2422.176;51068;PARIS
7.80793E+14;12019;24/3/2023;24/3/2023;101;5;SIG;10:30:00 a. m.;10:35:00 a. m.;1;#¡VALOR!;1360.128;12019;LEON
3.40308E+14;5236;25/3/2023;25/3/2023;108;24;SIG;4:25:00 p. m.;4:49:00 p. m.;1;21627.36;9665.52;5236;SERPIENTE
3.41412E+14;5253;25/3/2023;25/3/2023;101;5;SIG;5:17:00 a. m.;5:22:00 a. m.;1;16060.992;751.824;5253;VILNA
7.75284E+14;11934;25/3/2023;25/3/2023;101;4;SIG;4:28:00 p. m.;4:32:00 p. m.;1;#¡VALOR!;10058.544;11934;TOPO
1.76778E+15;27217;25/3/2023;25/3/2023;409;2;SIG;6:30:00 a. m.;6:32:00 a. m.;1;4438.08;803.712;27217;PANDA
2.98549E+15;45968;25/3/2023;25/3/2023;106;0;SIG;3:24:00 p. m.;3:24:00 p. m.;1;32377.008;3521.76;45968;MAAT
7.80815E+14;12019;26/3/2023;26/3/2023;101;3;SIG;6:16:00 a. m.;6:19:00 a. m.;1;#¡VALOR!;1360.128;12019;LEON
1.4377E+15;22134;26/3/2023;26/3/2023;106;0;SIG;8:14:00 a. m.;8:14:00 a. m.;1;10335.648;6568.8;22134;ZORRO
2.9844E+15;45951;26/3/2023;26/3/2023;106;0;SIG;7:06:00 p. m.;7:06:00 p. m.;1;18381.6;2056.752;45951;HADES
1.2158E+15;18717;27/3/2023;27/3/2023;408;0;SIG;4:51:00 p. m.;4:51:00 p. m.;1;23667.552;8553.792;18717;ANACONDA
1.21801E+15;18751;27/3/2023;27/3/2023;106;0;SIG;4:51:00 p. m.;4:51:00 p. m.;1;8390.4;4360.8;18751;TORTUGA
3.35925E+14;5168;28/3/2023;28/3/2023;101;4;SIG;7:37:00 a. m.;7:41:00 a. m.;1;15284.88;2826.24;5168;TYR
4.43013E+14;6817;28/3/2023;28/3/2023;106;0;SIG;3:36:00 a. m.;3:36:00 a. m.;1;3860.688;2043.504;6817;APOLO
4.45221E+14;6851;28/3/2023;28/3/2023;108;9;SIG;9:09:00 a. m.;9:18:00 a. m.;1;19055.04;12511.632;6851;ABEJA
7.77537E+14;11968;29/3/2023;29/3/2023;101;4;SIG;9:22:00 p. m.;9:26:00 p. m.;1;#¡VALOR!;7328.352;11968;PALOMA
2.98554E+15;45968;29/3/2023;29/3/2023;101;9;SIG;12:06:00 p. m.;12:15:00 p. m.;1;32377.008;3521.76;45968;MAAT
2.2334E+14;3434;30/3/2023;30/3/2023;101;5;SIG;6:11:00 a. m.;6:16:00 a. m.;1;16054.368;3476.496;3434;KOALA
2.26652E+14;3485;30/3/2023;30/3/2023;106;0;SIG;6:11:00 a. m.;6:11:00 a. m.;1;23964.528;2274.24;3485;HORUS
1.76784E+15;27217;30/3/2023;30/3/2023;409;1;SIG;7:38:00 a. m.;7:39:00 a. m.;1;4438.08;803.712;27217;PANDA
1.18471E+14;1819;31/3/2023;31/3/2023;106;0;SIG;1:46:00 p. m.;1:46:00 p. m.;1;7752.288;6319.296;1819;CONEJO
3.38167E+14;5202;31/3/2023;31/3/2023;106;0;SIG;12:09:00 p. m.;12:09:00 p. m.;1;13381.584;871.056;5202;CAIRO
3.38167E+14;5202;31/3/2023;31/3/2023;213;49;SIG;10:31:00 p. m.;11:20:00 p. m.;1;13381.584;871.056;5202;CAIRO
1.54925E+15;23851;31/3/2023;31/3/2023;409;3;SIG;8:47:00 p. m.;8:50:00 p. m.;1;553.104;1.104;23851;DELFIN
1.55036E+15;23868;31/3/2023;31/3/2023;409;3;SIG;8:47:00 p. m.;8:50:00 p. m.;1;31070.976;5908.608;23868;BARCELONA
1.55146E+15;23885;31/3/2023;31/3/2023;409;2;SIG;8:47:00 p. m.;8:49:00 p. m.;1;6590.88;505.632;23885;ODIN
1.55257E+15;23902;31/3/2023;31/3/2023;409;2;SIG;8:47:00 p. m.;8:49:00 p. m.;1;16.56;5.52;23902;AMAZONAS
2.98777E+15;46002;31/3/2023;31/3/2023;101;6;SIG;8:47:00 p. m.;8:53:00 p. m.;1;4473.408;473.616;46002;ATACAMA
2.21916E+14;3417;1/4/2023;1/4/2023;305;1;SIG;11:56:00 p. m.;11:57:00 p. m.;1;16234.32;1646.064;3417;LOKI
4.47132E+14;6885;1/4/2023;1/4/2023;205;0;SIG;3:54:00 p. m.;3:54:00 p. m.;1;2445.36;1704.576;6885;VIENA
1.99163E+15;30668;1/4/2023;1/4/2023;106;0;SIG;6:28:00 p. m.;6:28:00 p. m.;1;9875.28;2005.968;30668;FERRARI
2.23031E+14;3434;2/4/2023;2/4/2023;409;4;SIG;8:10:00 a. m.;8:14:00 a. m.;1;16054.368;3483.12;3434;KOALA
8.85431E+14;13634;2/4/2023;2/4/2023;106;0;SIG;5:29:00 a. m.;5:29:00 a. m.;1;12393.504;4476.72;13634;THOR
1.10623E+15;17034;2/4/2023;2/4/2023;101;4;SIG;8:10:00 a. m.;8:14:00 a. m.;1;17602.176;2593.296;17034;BRUSELAS
1.99053E+15;30651;2/4/2023;2/4/2023;101;4;SIG;10:17:00 p. m.;10:21:00 p. m.;1;5259.456;911.904;30651;SUVA
2.29666E+14;3536;3/4/2023;3/4/2023;106;0;SIG;7:23:00 a. m.;7:23:00 a. m.;1;30595.152;2013.696;3536;OSO
4.46061E+14;6868;4/4/2023;4/4/2023;106;0;SIG;9:37:00 a. m.;9:37:00 a. m.;1;22231.248;7848.336;6868;DAKAR
7.77261E+14;11968;4/4/2023;4/4/2023;101;4;SIG;3:44:00 p. m.;3:48:00 p. m.;1;18156.384;7310.688;11968;PALOMA
7.7396E+14;11917;5/4/2023;5/4/2023;219;7;SIG;1:05:00 p. m.;1:12:00 p. m.;1;11128.32;8995.392;11917;ROMA
1.00359E+15;15453;5/4/2023;5/4/2023;106;0;SIG;3:31:00 p. m.;3:31:00 p. m.;1;10881.024;3189.456;15453;HELA
1.55007E+15;23868;5/4/2023;5/4/2023;106;0;SIG;1:02:00 p. m.;1:02:00 p. m.;1;31070.976;5894.256;23868;BARCELONA
3.31647E+15;51068;5/4/2023;5/4/2023;219;7;SIG;1:05:00 p. m.;1:12:00 p. m.;1;4606.992;2425.488;51068;PARIS
4.47187E+14;6885;6/4/2023;6/4/2023;219;8;SIG;9:06:00 a. m.;9:14:00 a. m.;1;2445.36;1704.576;6885;VIENA
7.73971E+14;11917;6/4/2023;6/4/2023;219;8;SIG;9:06:00 a. m.;9:14:00 a. m.;1;11128.32;8995.392;11917;ROMA
7.77283E+14;11968;6/4/2023;6/4/2023;219;8;SIG;9:06:00 a. m.;9:14:00 a. m.;1;18156.384;7310.688;11968;PALOMA
7.79491E+14;12002;6/4/2023;6/4/2023;219;8;SIG;9:06:00 a. m.;9:14:00 a. m.;1;5707.68;3596.832;12002;GATO
3.31648E+15;51068;6/4/2023;6/4/2023;219;8;SIG;9:06:00 a. m.;9:14:00 a. m.;1;4606.992;2425.488;51068;PARIS
7.75097E+14;11934;8/4/2023;8/4/2023;101;4;SIG;10:28:00 a. m.;10:32:00 a. m.;1;22376.976;10057.44;11934;TOPO
1.1063E+15;17034;8/4/2023;8/4/2023;101;4;SIG;8:42:00 a. m.;8:46:00 a. m.;1;17602.176;2593.296;17034;BRUSELAS
8.86612E+14;13651;9/4/2023;9/4/2023;106;0;SIG;3:32:00 p. m.;3:32:00 p. m.;1;6611.856;2203.584;13651;SAPO
4.45023E+14;6851;10/4/2023;10/4/2023;101;10;SIG;7:31:00 a. m.;7:41:00 a. m.;1;19055.04;12487.344;6851;ABEJA
7.74026E+14;11917;11/4/2023;11/4/2023;219;6;SIG;9:52:00 a. m.;9:58:00 a. m.;1;11128.32;8995.392;11917;ROMA
7.79546E+14;12002;11/4/2023;11/4/2023;219;5;SIG;9:52:00 a. m.;9:57:00 a. m.;1;5707.68;3596.832;12002;GATO
1.65833E+15;25534;11/4/2023;11/4/2023;106;0;SIG;2:09:00 p. m.;2:09:00 p. m.;1;15490.224;2849.424;25534;OTTAWA
3.31654E+15;51068;11/4/2023;11/4/2023;107;57;SIG;7:41:00 p. m.;8:38:00 p. m.;1;4606.992;2425.488;51068;PARIS
7.74037E+14;11917;12/4/2023;12/4/2023;219;6;SIG;1:56:00 p. m.;2:02:00 p. m.;1;11128.32;8995.392;11917;ROMA
7.79557E+14;12002;12/4/2023;12/4/2023;219;6;SIG;1:56:00 p. m.;2:02:00 p. m.;1;5707.68;3596.832;12002;GATO
1.43754E+15;22134;12/4/2023;12/4/2023;106;0;SIG;6:52:00 a. m.;6:52:00 a. m.;1;10335.648;6550.032;22134;ZORRO
1.54904E+15;23851;12/4/2023;12/4/2023;409;5;SIG;10:21:00 p. m.;10:26:00 p. m.;1;552;0;23851;DELFIN
1.55015E+15;23868;12/4/2023;12/4/2023;409;5;SIG;10:21:00 p. m.;10:26:00 p. m.;1;31070.976;5894.256;23868;BARCELONA
1.55125E+15;23885;12/4/2023;12/4/2023;409;4;SIG;10:21:00 p. m.;10:25:00 p. m.;1;6590.88;515.568;23885;ODIN
1.55236E+15;23902;12/4/2023;12/4/2023;409;4;SIG;10:21:00 p. m.;10:25:00 p. m.;1;16.56;5.52;23902;AMAZONAS
2.98756E+15;46002;12/4/2023;12/4/2023;101;3;SIG;10:21:00 p. m.;10:24:00 p. m.;1;4473.408;471.408;46002;ATACAMA
3.10016E+15;47736;12/4/2023;12/4/2023;101;5;SIG;12:16:00 a. m.;12:21:00 a. m.;1;15352.224;3038.208;47736;NUTRIA
7.74048E+14;11917;13/4/2023;13/4/2023;219;4;SIG;1:25:00 p. m.;1:29:00 p. m.;1;11128.32;8995.392;11917;ROMA
7.79568E+14;12002;13/4/2023;13/4/2023;219;5;SIG;1:25:00 p. m.;1:30:00 p. m.;1;5707.68;3596.832;12002;GATO
3.31546E+15;51051;13/4/2023;13/4/2023;106;0;SIG;11:16:00 a. m.;11:16:00 a. m.;1;3637.68;2384.64;51051;MARIGOT
3.31656E+15;51068;13/4/2023;13/4/2023;219;4;SIG;1:25:00 p. m.;1:29:00 p. m.;1;4606.992;2425.488;51068;PARIS
1.55017E+15;23868;14/4/2023;14/4/2023;101;9;SIG;12:15:00 p. m.;12:24:00 p. m.;1;31070.976;5894.256;23868;BARCELONA
7.7407E+14;11917;15/4/2023;15/4/2023;219;11;SIG;3:53:00 p. m.;4:04:00 p. m.;1;11128.32;8995.392;11917;ROMA
7.7959E+14;12002;15/4/2023;15/4/2023;219;11;SIG;3:53:00 p. m.;4:04:00 p. m.;1;5707.68;3596.832;12002;GATO
2.98538E+15;45968;15/4/2023;15/4/2023;106;0;SIG;6:13:00 a. m.;6:13:00 a. m.;1;32375.904;3508.512;45968;MAAT
3.1002E+15;47736;15/4/2023;15/4/2023;101;4;SIG;10:28:00 p. m.;10:32:00 p. m.;1;15352.224;3038.208;47736;NUTRIA
3.31658E+15;51068;15/4/2023;15/4/2023;219;11;SIG;3:53:00 p. m.;4:04:00 p. m.;1;4606.992;2425.488;51068;PARIS
7.79601E+14;12002;16/4/2023;16/4/2023;219;10;SIG;10:15:00 a. m.;10:25:00 a. m.;1;5707.68;3596.832;12002;GATO
7.79601E+14;12002;16/4/2023;16/4/2023;219;7;SIG;1:00:00 p. m.;1:07:00 p. m.;1;5707.68;3596.832;12002;GATO
8.87793E+14;13668;16/4/2023;16/4/2023;106;0;SIG;7:35:00 a. m.;7:35:00 a. m.;1;8402.544;3467.664;13668;HERCULES
1.43759E+15;22134;16/4/2023;16/4/2023;101;4;SIG;11:35:00 a. m.;11:39:00 a. m.;1;10335.648;6550.032;22134;ZORRO
1.65728E+15;25517;16/4/2023;16/4/2023;106;0;SIG;3:45:00 p. m.;3:45:00 p. m.;1;18287.76;901.968;25517;RATON
2.98539E+15;45968;16/4/2023;16/4/2023;106;0;SIG;7:49:00 a. m.;7:49:00 a. m.;1;32375.904;3508.512;45968;MAAT
3.31659E+15;51068;16/4/2023;16/4/2023;219;10;SIG;10:15:00 a. m.;10:25:00 a. m.;1;4606.992;2425.488;51068;PARIS
3.31659E+15;51068;16/4/2023;16/4/2023;219;7;SIG;1:00:00 p. m.;1:07:00 p. m.;1;4606.992;2425.488;51068;PARIS
1.139E+14;1751;17/4/2023;17/4/2023;203;0;SIG;2:39:00 p. m.;2:39:00 p. m.;1;19358.64;8691.792;1751;TOKYO
1.55241E+15;23902;17/4/2023;17/4/2023;106;0;SIG;11:57:00 a. m.;11:57:00 a. m.;1;16.56;5.52;23902;AMAZONAS
3.09691E+15;47685;17/4/2023;17/4/2023;307;22;SIG;9:46:00 a. m.;10:08:00 a. m.;1;25789.44;2300.736;47685;TIGRE
3.09691E+15;47685;17/4/2023;17/4/2023;307;21;SIG;1:40:00 p. m.;2:01:00 p. m.;1;25789.44;2300.736;47685;TIGRE
3.10022E+15;47736;17/4/2023;17/4/2023;203;7;SIG;5:20:00 a. m.;5:27:00 a. m.;1;15352.224;3038.208;47736;NUTRIA
5.53303E+14;8517;18/4/2023;18/4/2023;306;5;SIG;9:37:00 a. m.;9:42:00 a. m.;1;13829.808;2714.736;8517;BALLENA
5.53303E+14;8517;18/4/2023;18/4/2023;306;8;SIG;10:57:00 a. m.;11:05:00 a. m.;1;13829.808;2714.736;8517;BALLENA
7.75207E+14;11934;18/4/2023;18/4/2023;101;6;SIG;11:27:00 a. m.;11:33:00 a. m.;1;22376.976;10057.44;11934;TOPO
4.4733E+14;6885;19/4/2023;19/4/2023;203;0;SIG;2:46:00 a. m.;2:46:00 a. m.;1;2445.36;1704.576;6885;VIENA
8.86722E+14;13651;19/4/2023;19/4/2023;203;4;SIG;2:46:00 a. m.;2:50:00 a. m.;1;6611.856;2203.584;13651;SAPO
1.21682E+15;18734;19/4/2023;19/4/2023;106;0;SIG;4:33:00 p. m.;4:33:00 p. m.;1;24239.424;10969.344;18734;FREYA
3.32525E+14;5117;20/4/2023;20/4/2023;101;4;SIG;3:52:00 p. m.;3:56:00 p. m.;1;14700.864;354.384;5117;CUPIDO
3.32525E+14;5117;20/4/2023;20/4/2023;306;14;SIG;10:51:00 p. m.;11:05:00 p. m.;1;14700.864;354.384;5117;CUPIDO
7.77437E+14;11968;20/4/2023;20/4/2023;101;11;SIG;5:02:00 p. m.;5:13:00 p. m.;1;18156.384;7310.688;11968;PALOMA
7.80749E+14;12019;20/4/2023;20/4/2023;409;11;SIG;5:02:00 p. m.;5:13:00 p. m.;1;5616.048;1357.92;12019;LEON
8.86733E+14;13651;20/4/2023;20/4/2023;305;0;SIG;1:37:00 p. m.;1:37:00 p. m.;1;6611.856;2203.584;13651;SAPO
1.10533E+15;17017;20/4/2023;20/4/2023;409;4;SIG;3:52:00 p. m.;3:56:00 p. m.;1;1705.68;28.704;17017;SEUL
1.10643E+15;17034;20/4/2023;20/4/2023;409;4;SIG;3:52:00 p. m.;3:56:00 p. m.;1;17602.176;2593.296;17034;BRUSELAS
2.2876E+14;3519;21/4/2023;21/4/2023;106;0;SIG;8:00:00 a. m.;8:00:00 a. m.;1;8762.448;1286.16;3519;OSIRIS
2.2876E+14;3519;21/4/2023;21/4/2023;306;11;SIG;11:28:00 a. m.;11:39:00 a. m.;1;8762.448;1286.16;3519;OSIRIS
3.32536E+14;5117;21/4/2023;21/4/2023;108;3;SIG;9:21:00 a. m.;9:24:00 a. m.;1;14700.864;354.384;5117;CUPIDO
1.10534E+15;17017;21/4/2023;21/4/2023;402;3;SIG;9:21:00 a. m.;9:24:00 a. m.;1;1705.68;28.704;17017;SEUL
1.10644E+15;17034;21/4/2023;21/4/2023;402;3;SIG;9:21:00 a. m.;9:24:00 a. m.;1;17602.176;2593.296;17034;BRUSELAS
2.76244E+15;42534;21/4/2023;21/4/2023;101;4;SIG;5:55:00 a. m.;5:59:00 a. m.;1;16356.864;2429.904;42534;DANGO
3.09474E+15;47651;21/4/2023;21/4/2023;101;3;SIG;7:51:00 a. m.;7:54:00 a. m.;1;40124.88;3442.272;47651;DILI
3.09474E+15;47651;21/4/2023;21/4/2023;306;11;SIG;10:52:00 p. m.;11:03:00 p. m.;1;40124.88;3442.272;47651;DILI
2.22147E+14;3417;22/4/2023;22/4/2023;101;3;SIG;1:05:00 p. m.;1:08:00 p. m.;1;16234.32;1646.064;3417;LOKI
3.32547E+14;5117;22/4/2023;22/4/2023;208;5;SIG;1:48:00 p. m.;1:53:00 p. m.;1;14700.864;354.384;5117;CUPIDO
3.38067E+14;5202;22/4/2023;22/4/2023;106;0;SIG;2:08:00 p. m.;2:08:00 p. m.;1;13381.584;878.784;5202;CAIRO
4.46259E+14;6868;22/4/2023;22/4/2023;306;5;SIG;7:00:00 p. m.;7:05:00 p. m.;1;22231.248;7848.336;6868;DAKAR
1.10535E+15;17017;22/4/2023;22/4/2023;403;5;SIG;1:48:00 p. m.;1:53:00 p. m.;1;1705.68;28.704;17017;SEUL
1.10645E+15;17034;22/4/2023;22/4/2023;403;5;SIG;1:48:00 p. m.;1:53:00 p. m.;1;17602.176;2593.296;17034;BRUSELAS
4.47374E+14;6885;23/4/2023;23/4/2023;106;0;SIG;6:29:00 a. m.;6:29:00 a. m.;1;2445.36;1704.576;6885;VIENA
7.81886E+14;12036;23/4/2023;23/4/2023;203;10;SIG;11:49:00 p. m.;11:59:00 p. m.;1;5900.88;2044.608;12036;GORILA
1.66288E+15;25602;23/4/2023;23/4/2023;101;4;SIG;5:22:00 p. m.;5:26:00 p. m.;1;25220.88;4475.616;25602;VACA
1.99077E+15;30651;23/4/2023;23/4/2023;207;3;SIG;6:32:00 a. m.;6:35:00 a. m.;1;5259.456;911.904;30651;SUVA
1.99077E+15;30651;23/4/2023;23/4/2023;207;63;SIG;7:08:00 a. m.;8:11:00 a. m.;1;5259.456;911.904;30651;SUVA
3.09697E+15;47685;23/4/2023;23/4/2023;101;4;SIG;9:11:00 a. m.;9:15:00 a. m.;1;25789.44;2300.736;47685;TIGRE
3.38089E+14;5202;24/4/2023;24/4/2023;106;0;SIG;7:26:00 a. m.;7:26:00 a. m.;1;13381.584;878.784;5202;CAIRO
3.38089E+14;5202;24/4/2023;24/4/2023;107;0;SIG;4:21:00 p. m.;4:21:00 p. m.;1;13381.584;878.784;5202;CAIRO
7.81897E+14;12036;24/4/2023;24/4/2023;306;19;SIG;9:59:00 a. m.;10:18:00 a. m.;1;5900.88;2044.608;12036;GORILA
7.81908E+14;12036;25/4/2023;25/4/2023;107;125;SIG;5:39:00 a. m.;7:44:00 a. m.;1;5900.88;2044.608;12036;GORILA
7.81908E+14;12036;25/4/2023;25/4/2023;108;16;SIG;8:22:00 a. m.;8:38:00 a. m.;1;5900.88;2044.608;12036;GORILA
1.65848E+15;25534;25/4/2023;25/4/2023;101;10;SIG;1:18:00 p. m.;1:28:00 p. m.;1;15490.224;2849.424;25534;OTTAWA
3.09479E+15;47651;25/4/2023;25/4/2023;101;4;SIG;6:23:00 a. m.;6:27:00 a. m.;1;40124.88;3442.272;47651;DILI
3.09589E+15;47668;25/4/2023;25/4/2023;101;5;SIG;5:30:00 a. m.;5:35:00 a. m.;1;18826.512;1899.984;47668;TORO
3.5397E+15;54502;25/4/2023;25/4/2023;106;0;SIG;11:42:00 a. m.;11:42:00 a. m.;1;12874.848;5352.192;54502;DEMETER
1.99301E+15;30685;26/4/2023;26/4/2023;213;39;SIG;1:09:00 p. m.;1:48:00 p. m.;1;32227.968;1300.512;30685;HERMES
